rLtl8ZkDX5vH5nAx9C3q5Q,eIxSLxzIlfExI6vgAbn2JA,4,4.28323699422,3.79695431472
C6IOtaaYdLIT5fWd7ZYIuA,eIxSLxzIlfExI6vgAbn2JA,4,4.28323699422,3.78468899522
mlBC3pN9GXlUUfQi1qBBZA,eIxSLxzIlfExI6vgAbn2JA,3,4.28323699422,3.70238095238
T7J9ae0wTskrI_Bgwp-4cA,eIxSLxzIlfExI6vgAbn2JA,3,4.28323699422,3.34328358209
nbofxFWHORebBHh10OgYLA,eIxSLxzIlfExI6vgAbn2JA,2,4.28323699422,3.6393442623
JffajLV-Dnn-eGYgdXDxFg,eIxSLxzIlfExI6vgAbn2JA,4,4.28323699422,3.78571428571
4ozupHULqGyO42s3zNUzOQ,eIxSLxzIlfExI6vgAbn2JA,5,4.28323699422,4.20673076923
du6KeE54IFbPiXpU3LOd1g,eIxSLxzIlfExI6vgAbn2JA,5,4.28323699422,3.62222222222
P2kVk4cIWyK4e4h14RhK-Q,eIxSLxzIlfExI6vgAbn2JA,5,4.28323699422,3.44047619048
ikm0UCahtK34LbLCEw4YTw,eIxSLxzIlfExI6vgAbn2JA,3,4.28323699422,3.52702702703
ZmIgP4U4Ht9CYmNX0_zP6w,eIxSLxzIlfExI6vgAbn2JA,5,4.28323699422,3.86075949367
AeucYo8J-rZjcq09Wuqsjw,eIxSLxzIlfExI6vgAbn2JA,4,4.28323699422,3.74528301887
rO3WEI9L-_deUR9-JHuNQw,eIxSLxzIlfExI6vgAbn2JA,3,4.28323699422,3.26984126984
3gIfcQq5KxAegwCPXc83cQ,eIxSLxzIlfExI6vgAbn2JA,4,4.28323699422,3.34210526316
uZbTb-u-GVjTa2gtQfry5g,eIxSLxzIlfExI6vgAbn2JA,5,4.28323699422,3.67
rL3dPeKDTybG_ct9OCXGAA,eIxSLxzIlfExI6vgAbn2JA,4,4.28323699422,3.68852459016
qa05pUVNapADHZXpHMPMeA,eIxSLxzIlfExI6vgAbn2JA,4,4.28323699422,3.66176470588
Sa64rQmghfE9i17_dRIDyw,eIxSLxzIlfExI6vgAbn2JA,5,4.28323699422,3.6
